ticker,prob_outperform,rank_pct
INTC,0.5994455948041469,1.0
ALB,0.5946685052956578,0.997275204359673
ECHO,0.5902177283512163,0.9945504087193461
CMI,0.5865103680996725,0.9918256130790191
CAT,0.5860331551706953,0.989100817438692
AMAT,0.579225680958841,0.9863760217983651
LRCX,0.5773960641810684,0.9836512261580381
FRT,0.5694123759997521,0.9809264305177112
DELL,0.5686533156110317,0.9782016348773842
HUM,0.5686350242206222,0.9754768392370572
MU,0.5672461762404024,0.9727520435967303
CAH,0.5660321845300562,0.9700272479564033
ADI,0.5659077330061687,0.9673024523160763
COHR,0.5655661670837632,0.9645776566757494
CIEN,0.5655614621183854,0.9618528610354223
MGM,0.5638029324020503,0.9591280653950953
FDX,0.562841120179805,0.9564032697547684
D,0.5614562303289419,0.9536784741144414
CSCO,0.5607515938579847,0.9509536784741145
AMD,0.5605899231692437,0.9482288828337875
TECH,0.5604125873580104,0.9455040871934605
CNC,0.5600340180535834,0.9427792915531336
APA,0.5597140046980865,0.9400544959128065
GLW,0.5590850231278476,0.9373297002724795
EIX,0.5575085014871689,0.9346049046321526
CVS,0.5574564389587259,0.9318801089918256
FTNT,0.5569400962683528,0.9291553133514986
MPWR,0.5569245812954075,0.9264305177111717
MRK,0.5562885873667939,0.9237057220708447
MRVL,0.556030121676903,0.9209809264305178
EXPD,0.5557973929612662,0.9182561307901907
FITB,0.5557968712515233,0.9155313351498637
STX,0.5554243412159853,0.9128065395095368
LLY,0.554530210891048,0.9100817438692098
PNC,0.554420390153836,0.9073569482288828
MPC,0.552183322173402,0.9046321525885559
AME,0.551831393949087,0.9019073569482289
LITE,0.551790641989729,0.8991825613079019
FIX,0.5509790145191681,0.896457765667575
TER,0.5504154340887353,0.8937329700272479
JBHT,0.5499075079573267,0.8910081743869209
BG,0.5497634224524024,0.888283378746594
HWM,0.549742008026323,0.885558583106267
GEV,0.5491945376536326,0.8828337874659401
EOG,0.54849057657102,0.8801089918256131
CFG,0.5484132142613386,0.8773841961852861
ETR,0.548049233306398,0.8746594005449592
KLAC,0.5478974476066487,0.8719346049046321
JNJ,0.5473656217854254,0.8692098092643051
FLEX,0.5472816057392731,0.8664850136239782
HAL,0.5468482676635702,0.8637602179836512
VLO,0.5466948970744642,0.8610354223433242
KEYS,0.5465576174262016,0.8583106267029973
ES,0.5460116293185963,0.8555858310626703
O,0.545920384757021,0.8528610354223434
EVRG,0.5455485245249381,0.8501362397820164
TRGP,0.5455177045831003,0.8474114441416893
KMI,0.5454117257788154,0.8446866485013624
WELL,0.5452064400022032,0.8419618528610354
HPE,0.5451611264864631,0.8392370572207084
AVGO,0.5443404361105219,0.8365122615803815
KEY,0.54385415184849,0.8337874659400545
JBL,0.5431517946906175,0.8310626702997275
ABBV,0.5430611783096005,0.8283378746594006
JPM,0.5429995380832654,0.8256130790190735
DD,0.5428224607343869,0.8228882833787466
JCI,0.5427128739149137,0.8201634877384196
BBY,0.5425454363361423,0.8174386920980926
F,0.5420642659049371,0.8147138964577657
DOC,0.5415547078472924,0.8119891008174387
LMT,0.5415170051682815,0.8092643051771117
ANET,0.5412383430443258,0.8065395095367848
GD,0.5409908442669176,0.8038147138964578
GE,0.5408789167460704,0.8010899182561307
FANG,0.5405314394900959,0.7983651226158038
FFIV,0.5403587131369141,0.7956403269754768
CHRW,0.5403054562773317,0.7929155313351499
AEP,0.5401182391477541,0.7901907356948229
NI,0.5395427132568029,0.7874659400544959
CVX,0.5394309854375584,0.784741144414169
C,0.5393795709467961,0.782016348773842
NSC,0.5391756009260522,0.779291553133515
MRNA,0.5389819763277668,0.776566757493188
CRL,0.5388765790249062,0.773841961852861
CF,0.5387233569173147,0.771117166212534
KIM,0.5385647082668413,0.7683923705722071
NDSN,0.5385434506772357,0.7656675749318801
XOM,0.5382937523169675,0.7629427792915532
GNRC,0.5378705553075467,0.7602179836512262
ON,0.5372911625234326,0.7574931880108992
LNT,0.5372698250417564,0.7547683923705722
ATO,0.53696880800264,0.7520435967302452
CTVA,0.5365340094845048,0.7493188010899182
OKE,0.5360311139256028,0.7465940054495913
AEE,0.535779653779436,0.7438692098092643
CNP,0.5357443433289663,0.7411444141689373
MTB,0.5356442380376908,0.7384196185286104
GS,0.535426443775609,0.7356948228882834
AKAM,0.5353482848622982,0.7329700272479565
A,0.5346559139838776,0.7302452316076294
FE,0.5346065528922063,0.7275204359673024
CRWD,0.5345375359459295,0.7247956403269755
CSX,0.534361291642113,0.7220708446866485
COP,0.5341359040603743,0.7193460490463215
OXY,0.53396900777856,0.7166212534059946
TRV,0.5335162378197219,0.7138964577656676
BNY,0.5333786641295308,0.7111716621253406
APH,0.5325932680798554,0.7084468664850136
ADM,0.5325067319602972,0.7057220708446866
