ticker,prob_outperform,rank_pct
ECHO,0.5953445127796394,1.0
INTC,0.5899555422080561,0.998
DAL,0.5785947945815602,0.996
HWM,0.5677118615019987,0.994
PWR,0.5663622889255983,0.992
MGM,0.5657382919987516,0.99
SNDK,0.5652789810252679,0.988
CNC,0.5638298083478527,0.986
CIEN,0.5617146961047402,0.984
GE,0.5608767909361246,0.982
C,0.5607947634635262,0.98
DDOG,0.5587586575475594,0.978
CAH,0.5586817260582373,0.976
BEN,0.5583649635178354,0.974
COHR,0.5572477056051615,0.972
MNST,0.556349022545901,0.97
CAT,0.5561210700198874,0.968
LUV,0.5541479747492086,0.966
WDC,0.5536046766651946,0.964
GS,0.5531108083365983,0.962
EBAY,0.5526981045609304,0.96
NEE,0.5511769343905076,0.958
WAT,0.551119344653183,0.956
AMAT,0.5504689405971583,0.954
LRCX,0.5503835725706067,0.952
BKR,0.5502973722844737,0.95
FTNT,0.5496967980093063,0.948
F,0.5465925066389242,0.946
IEX,0.5465451220787955,0.944
HUM,0.5463695063755761,0.942
GOOG,0.5462781562658077,0.94
TSN,0.5459924555152706,0.938
AIZ,0.5459270184114763,0.936
UAL,0.545036736700134,0.934
STX,0.5443801455295287,0.932
WBD,0.5442432835432822,0.93
NUE,0.5426303632784214,0.928
EXPD,0.5425300482034353,0.926
PFG,0.5425015248115928,0.924
GEV,0.5423177284987089,0.922
CMI,0.542092872691718,0.92
MS,0.5418844442340107,0.918
CRL,0.5408874522891194,0.916
GWW,0.5407680180757872,0.914
KEY,0.540639597610314,0.912
MRNA,0.5405674117883573,0.91
HAL,0.5400376806131811,0.908
KLAC,0.539792867905234,0.906
GOOGL,0.5389903833785011,0.904
URI,0.5388582342285188,0.902
GLW,0.5387031397309011,0.9
VRT,0.5378986007802413,0.898
ALB,0.5376041996622315,0.896
AMD,0.5363828486033694,0.894
FFIV,0.53612604456497,0.892
GNRC,0.5360542149713994,0.89
DVA,0.5359943413361735,0.888
FIX,0.535673778535395,0.886
ROK,0.5354310826732182,0.884
REGN,0.5346601532235009,0.882
IBKR,0.5342412249886992,0.88
LYV,0.5342194864442288,0.878
D,0.5340903989587893,0.876
PKG,0.5336130922632786,0.874
MU,0.5330436141352808,0.872
FSLR,0.5314553188349154,0.87
DELL,0.5313111821086804,0.868
EME,0.5305239283450689,0.866
HLT,0.5305094475745925,0.864
MRVL,0.5302032468933253,0.862
LITE,0.5300492969953248,0.86
FLEX,0.5298105215825386,0.858
WSM,0.5296599124106284,0.856
IQV,0.529176882409429,0.854
CRWD,0.5287876490960642,0.852
APA,0.5287684318204237,0.85
RTX,0.5287498387542361,0.848
STT,0.5284991796738377,0.846
APH,0.5284936152086269,0.844
AXP,0.5284933395380312,0.842
CSX,0.5284362208876154,0.84
FTV,0.5282833683633251,0.838
NSC,0.5282549249602231,0.836
HSIC,0.5281693721776379,0.834
TMO,0.5281325624163675,0.832
SLB,0.5281140368637679,0.83
WST,0.5279888805267414,0.828
TXN,0.5275929418566855,0.826
PSA,0.5272848746174003,0.824
TFC,0.527077233272162,0.822
BNY,0.5270709977197205,0.82
WMT,0.5269344550859972,0.818
TER,0.5266642206466267,0.816
AAPL,0.5263572592059321,0.814
DD,0.5258891758221564,0.812
ELV,0.5255073093576854,0.81
RF,0.5250748002130473,0.808
NVDA,0.5250005502750574,0.806
CVS,0.5243723241523304,0.804
STLD,0.5243369432145012,0.802
PH,0.5242107837302236,0.8
J,0.5239764621900238,0.798
