ticker,prob_outperform,rank_pct
FICO,0.4817529360904111,0.274
ACGL,0.48162616757858523,0.272
AMZN,0.48148999517016083,0.27
CME,0.48126528264245255,0.268
ACN,0.48123432475830774,0.266
MOS,0.48120685226041,0.264
LII,0.4812001001532239,0.262
BXP,0.48118771283949135,0.26
RJF,0.48114214648413994,0.258
MAA,0.48100349117644614,0.256
NVR,0.48099049304646535,0.254
KDP,0.4809864569923517,0.252
ISRG,0.4808906363372184,0.25
AOS,0.48082504345498805,0.248
NFLX,0.48081223563802505,0.246
ALLE,0.48080999096334986,0.244
ERIE,0.4805824083674742,0.242
BLDR,0.4803528447271715,0.24
CPRT,0.48014791642788773,0.238
HD,0.4800448500409531,0.236
SW,0.4800237867641622,0.234
IR,0.4800088421579083,0.232
FIS,0.4798902985977517,0.23
APTV,0.47988542291703434,0.228
OTIS,0.4796877758581326,0.226
CASY,0.4796521068658682,0.224
AWK,0.4795535759070493,0.222
SHW,0.47927813499160404,0.22
RCL,0.47913236748943133,0.218
CSGP,0.47899555620063705,0.216
PODD,0.478835239968812,0.214
ELV,0.47870263405735264,0.212
CVNA,0.47850317055952807,0.21
D,0.4782680351375774,0.208
EL,0.4781743805698487,0.206
COIN,0.4781220496608622,0.204
HRL,0.47798405790091,0.202
OMC,0.4779745516587216,0.2
PTC,0.47793309427103703,0.198
ADSK,0.4778642261352273,0.196
LOW,0.47775472988837114,0.194
WTW,0.4776673095951647,0.192
KHC,0.4775498728354987,0.19
COF,0.47748554451618846,0.188
SNPS,0.47735634053400855,0.186
CBRE,0.4771700277592575,0.184
IP,0.47716605870050954,0.182
HON,0.47710701484512374,0.18
ABT,0.47688820259870035,0.178
BRO,0.4768602816803196,0.176
ROL,0.47682319741570744,0.174
INTU,0.4766651823603092,0.172
BA,0.4765243450931125,0.17
ROP,0.47649087199881857,0.168
LULU,0.4763620014157269,0.166
CTSH,0.4761568354406496,0.164
RSG,0.4760700198592757,0.162
WYNN,0.47600715996848186,0.16
BX,0.47580295597423616,0.158
DECK,0.47566660819556594,0.156
TTD,0.47564165783181434,0.154
WY,0.4751047634101418,0.152
AVB,0.4750189893171372,0.15
MSCI,0.4747813319982468,0.148
SWKS,0.473708501632664,0.146
GPN,0.4728330492788799,0.144
VST,0.4727655384800136,0.142
CMG,0.4726482791796835,0.14
VICI,0.4725282272069799,0.138
BSX,0.47245981041188934,0.136
MRSH,0.4724448064805114,0.134
ZBH,0.4723215954013134,0.132
CCL,0.47165526888247405,0.13
AVY,0.4715296719636959,0.128
STE,0.47149775342161143,0.126
SJM,0.4711846257461844,0.124
GD,0.47117474853254326,0.122
ALGN,0.4703063243358819,0.12
