,cagr,ann_vol,sharpe,sortino,max_dd,calmar,hit_rate,skew,n_days,ic_mean,ic_t
weekly_tau0.10,0.0006404509764008637,0.07732743005399313,0.04702870005449572,0.06390604231352029,-0.2625391864288791,0.002439449078487792,0.5199746353836399,-0.7416710086845737,3155.0,0.019394758869358954,3.6618101537429375
