,cagr,ann_vol,sharpe,sortino,max_dd,calmar,hit_rate,skew,n_days,ann_turnover,cost_drag_ann,book_corr
blend_50_50,0.0071547332789949625,0.03087148108254118,0.24636447727160332,0.35588320708227456,-0.0912648844162064,0.07839524834509579,0.4980769230769231,0.17871347430417234,3640.0,7.336234997500454,0.0036681174987502276,0.38879632277367304
monthly_tau0.25,0.007854332071696835,0.030315153411439484,0.2732304679640214,0.39713044740750997,-0.0630598587674307,0.12455359439773211,0.507705008255366,0.19549613962962334,3640.0,4.466701829984594,0.002233350914992297,0.38879632277367304
blend_50_50_slow,0.007206254227231534,0.027401070351566695,0.27574641025976326,0.39760436524221215,-0.0739637858246679,0.09742949400013208,0.5087912087912088,0.15679823158888437,3640.0,5.169373958839204,0.0025846869794196015,0.38879632277367304
