,ic_mean,ic_t,n_weeks,decile10_bps,decile1_bps,spread_bps,net_sharpe,net_cagr,names_per_week
current_members,0.016429723224596238,3.1936035408820795,757.0,47.83587034510348,32.076945599499176,15.758924745604306,0.037880439275770506,-4.807181723243126e-05,471.0
pit_bestEffort,0.012656865576966436,2.3822073569852797,757.0,31.149837674827886,21.640974851354912,9.508862823472976,-0.18613623110643926,-0.015661126798617975,438.0
