,cagr,ann_vol,sharpe,sortino,max_dd,calmar,hit_rate,skew,n_days,ann_turnover,cost_drag_ann
broad_w_A,-0.00930106027893518,0.0826774283073945,-0.07160106123900559,-0.09743407511388898,-0.3498584424139597,-0.026585210334670085,0.510145846544071,-0.6248052898903361,3155.0,6.995807347300779,0.007177410634443155
broad_w_B,-0.004605862658217275,0.049459115182071536,-0.0685752348667105,-0.09304826202191618,-0.22022600445733598,-0.020914254288755263,0.5076093849080533,-0.7823191433543798,3155.0,4.414016143501992,0.004494821143345878
broad_w_C,-0.006611226590367281,0.03610262561897306,-0.1656478174013061,-0.2212671572644796,-0.18402499365786307,-0.03592569932461886,0.5126823081800888,-1.241358878342902,3155.0,4.547680620722247,0.0044088727447738245
broad_w_D,-0.00747604393216772,0.03582566914743571,-0.19151821741356162,-0.2558947708510534,-0.1898028071202712,-0.03938847926221881,0.5088776157260622,-1.2060458291429887,3155.0,4.536930869847441,0.004438007387329872
sp_m_A,0.007852162406995156,0.030310988549398638,0.2731928245876685,0.397075667305028,-0.06305986957887022,0.12451916661791224,0.507705008255366,0.19553580027121725,3641.0,4.465475051124396,0.0022327375255621978
sp_m_B,0.006484590936628676,0.01836792897505864,0.3610840530100066,0.5258390292633046,-0.0406153402527204,0.15965866335920553,0.50357732526142,0.10382711479872322,3641.0,2.7806604320305057,0.001390330216015253
sp_m_C,0.0063822535738848885,0.017790569984399342,0.3665004996854494,0.5335985611987639,-0.03816361819006708,0.16723397509374544,0.5011007154650523,0.05188508204870803,3641.0,2.803594502827798,0.0014017972514138992
sp_m_D,0.005075206208634997,0.01669949001426075,0.3114958689173983,0.449584838244689,-0.03708306341987244,0.13686048941456236,0.5024766097963677,-0.04775030657048315,3641.0,2.7992027474723904,0.0013996013737361953
