,cagr,ann_vol,sharpe,sortino,max_dd,calmar,hit_rate,skew,n_days,ann_turnover,ic_mean,ic_t
decile_t0.25,0.04401916599808131,0.06331557926979167,0.7106203072179171,1.3865217243940238,-0.14012367291234107,0.31414510541426455,0.5253031101739589,19.45062486261736,3795.0,15.88661341353418,0.016852786252217426,2.655941100979529
armC_t1.00,0.012332606517757583,0.04908644865399706,0.2727278907938549,0.6806337011936546,-0.1296423709773643,0.0951279001207936,0.5093593461639863,33.51246352380582,3795.0,48.52566161707841,0.016852786252217426,2.655941100979529
armC_t0.25,0.014075468656500778,0.026293205412613936,0.5446214292117504,0.911281074196178,-0.0821109574115706,0.1714201015334568,0.5375692064329027,9.392500675709147,3795.0,11.145547726909726,0.016852786252217426,2.655941100979529
