date,month,cat,q,side,mkt,cost,pmod,stake,won,pnl,clv,end
2026-01-06,2026-01,other,Will Paris Saint-Germain FC win on 2026-01-16?,YES,0.67,0.682,0.693,29.05,1,13.55,0.003,2026-01-16T20:00:00Z
2026-01-07,2026-01,other,Will SSC Napoli win on 2026-01-17?,YES,0.725,0.737,0.753,51.02,1,18.2,-0.057,2026-01-17T17:00:00Z
2026-01-07,2026-01,other,Will Liverpool FC win on 2026-01-12?,YES,0.825,0.833,0.856,100.65,1,20.18,0.007,2026-01-12T19:45:00Z
2026-01-07,2026-01,other,Will Nottingham Forest FC win on 2026-01-17?,NO,0.835,0.843,0.866,100.86,1,18.78,0.002,2026-01-17T17:30:00Z
2026-01-07,2026-01,other,Will Juventus FC win on 2026-01-12?,YES,0.775,0.787,0.806,73.9,1,20.0,-0.002,2026-01-12T19:45:00Z
2026-01-07,2026-01,other,Will Liverpool FC win on 2026-01-17?,YES,0.82,0.828,0.851,101.24,0,-101.24,-0.033,2026-01-17T15:00:00Z
2026-01-07,2026-01,other,Will FC Bayern München win on 2026-01-17?,YES,0.665,0.677,0.688,27.18,1,12.97,-0.062,2026-01-17T17:30:00Z
2026-01-07,2026-01,other,Will Manchester United FC win on 2026-01-17?,NO,0.76,0.772,0.79,66.43,0,-66.43,-0.037,2026-01-17T12:30:00Z
2026-01-07,2026-01,other,Will Manchester United FC vs. Manchester City FC end in a draw?,NO,0.78,0.792,0.811,75.28,1,19.77,-0.042,2026-01-17T12:30:00Z
2026-01-07,2026-01,other,Will Real Madrid CF win on 2026-01-17?,YES,0.855,0.863,0.885,99.89,1,15.86,-0.008,2026-01-17T13:00:00Z
2026-01-08,2026-01,geo,Will a White Spoon win season 2 of Culinary Class Wars?,YES,0.905,0.91,0.937,200.1,1,19.79,0.005,2026-01-13T00:00:00Z
2026-01-08,2026-01,politics,Will André Ventura qualify for the second round of the 2026 Portugal p,YES,0.685,0.697,0.733,198.52,1,86.3,0.123,2026-01-18T00:00:00Z
2026-01-08,2026-01,other,Will AC Milan win on 2026-01-18?,YES,0.695,0.707,0.721,38.94,1,16.14,0.048,2026-01-18T19:45:00Z
2026-01-08,2026-01,politics,Will João Cotrim de Figueiredo qualify for the second round of the 202,NO,0.775,0.787,0.833,202.55,1,54.82,-0.107,2026-01-18T00:00:00Z
2026-01-08,2026-01,geo,Will BV Borussia 09 Dortmund win on 2026-01-13?,YES,0.72,0.732,0.756,154.87,1,56.7,-0.022,2026-01-13T19:30:00Z
2026-01-08,2026-01,other,Will Real Sociedad de Fútbol win on 2026-01-18?,NO,0.82,0.828,0.851,102.39,0,-102.39,0.007,2026-01-18T20:00:00Z
2026-01-08,2026-01,other,Will Club Atlético de Madrid win on 2026-01-18?,YES,0.745,0.757,0.774,60.25,1,19.34,-0.042,2026-01-18T15:15:00Z
2026-01-09,2026-01,other,Will FC Internazionale Milano win on 2026-01-14?,YES,0.85,0.858,0.88,101.56,1,16.81,0.002,2026-01-14T19:45:00Z
2026-01-09,2026-01,other,Will Brighton & Hove Albion FC vs. AFC Bournemouth end in a draw?,NO,0.765,0.777,0.795,69.67,0,-69.67,-0.017,2026-01-19T20:00:00Z
2026-01-09,2026-01,other,Will SSC Napoli win on 2026-01-14?,YES,0.745,0.757,0.774,60.05,0,-60.05,-0.022,2026-01-14T17:30:00Z
2026-01-09,2026-01,other,Will FC Bayern München win on 2026-01-14?,YES,0.77,0.782,0.801,71.11,1,19.82,-0.007,2026-01-14T19:30:00Z
2026-01-09,2026-01,other,Will AFC Bournemouth win on 2026-01-19?,NO,0.755,0.767,0.785,64.32,1,19.54,-0.012,2026-01-19T20:00:00Z
2026-01-10,2026-01,geo,Will BV Borussia 09 Dortmund win on 2026-01-20?,NO,0.66,0.672,0.689,46.78,1,22.83,-0.037,2026-01-20T20:00:00Z
2026-01-10,2026-01,other,Will Manchester City FC win on 2026-01-20?,YES,0.685,0.697,0.71,34.98,0,-34.98,0.008,2026-01-20T17:45:00Z
2026-01-10,2026-01,other,Will Real Madrid CF win on 2026-01-20?,YES,0.78,0.792,0.811,76.03,1,19.97,-0.027,2026-01-20T20:00:00Z
2026-01-10,2026-01,other,"US x Venezuela military engagement by January 15, 2026?",NO,0.895,0.903,0.922,100.9,0,-100.9,-0.008,2026-01-15T00:00:00Z
2026-01-10,2026-01,other,Will FK Bodø/Glimt win on 2026-01-20?,NO,0.835,0.843,0.866,99.89,0,-99.89,0.022,2026-01-20T17:45:00Z
2026-01-10,2026-01,other,Will Oregon win the 2026 College Football National Championship?,NO,0.781,0.793,0.812,75.37,1,19.62,-0.0295,2026-01-20T00:00:00Z
2026-01-10,2026-01,other,Will FC Barcelona win on 2026-01-15?,YES,0.715,0.727,0.742,46.17,1,17.34,0.078,2026-01-15T20:00:00Z
2026-01-10,2026-01,other,Will Ole Miss win the 2026 College Football National Championship?,NO,0.866,0.874,0.895,99.26,1,14.31,-0.008,2026-01-20T00:00:00Z
2026-01-11,2026-01,other,Will Newcastle United FC win on 2026-01-21?,YES,0.665,0.677,0.688,26.96,1,12.86,-0.002,2026-01-21T20:00:00Z
2026-01-11,2026-01,other,Will Paris Saint-Germain FC win on 2026-01-16?,YES,0.685,0.697,0.71,34.45,1,14.98,-0.012,2026-01-16T20:00:00Z
2026-01-11,2026-01,other,Will Sport Lisboa e Benfica win on 2026-01-21?,NO,0.78,0.792,0.811,75.27,1,19.77,0.003,2026-01-21T20:00:00Z
2026-01-11,2026-01,geo,Odds of Khamenei out as Supreme Leader of Iran by January 31 over 50% ,NO,0.835,0.843,0.875,199.77,1,37.2,0.102,2026-01-16T00:00:00Z
2026-01-11,2026-01,other,Will Qarabağ Ağdam FK win on 2026-01-21?,NO,0.69,0.702,0.715,36.64,0,-36.64,-0.002,2026-01-21T17:45:00Z
2026-01-11,2026-01,other,Will Chelsea FC win on 2026-01-21?,YES,0.83,0.838,0.861,99.89,1,19.31,0.012,2026-01-21T20:00:00Z
2026-01-11,2026-01,other,Will Juventus FC vs. Sport Lisboa e Benfica end in a draw?,NO,0.74,0.752,0.769,57.28,1,18.89,-0.007,2026-01-21T20:00:00Z
2026-01-11,2026-01,other,Will FC Barcelona win on 2026-01-21?,YES,0.71,0.722,0.737,44.65,1,17.19,0.023,2026-01-21T20:00:00Z
2026-01-11,2026-01,other,Will PSV win on 2026-01-21?,NO,0.835,0.843,0.866,100.44,1,18.71,0.002,2026-01-21T20:00:00Z
2026-01-11,2026-01,other,Will FC Bayern München win on 2026-01-21?,YES,0.875,0.883,0.904,100.63,1,13.33,-0.008,2026-01-21T20:00:00Z
2026-01-12,2026-01,other,Will Manchester United FC vs. Manchester City FC end in a draw?,NO,0.765,0.777,0.795,69.01,1,19.8,-0.027,2026-01-17T12:30:00Z
2026-01-12,2026-01,other,Will Feyenoord Rotterdam win on 2026-01-22?,YES,0.695,0.707,0.721,38.88,1,16.11,-0.022,2026-01-22T17:45:00Z
2026-01-12,2026-01,other,Will Real Madrid CF win on 2026-01-17?,YES,0.855,0.863,0.885,101.12,1,16.05,-0.008,2026-01-17T13:00:00Z
2026-01-12,2026-01,other,Will Nottingham Forest FC win on 2026-01-17?,NO,0.855,0.863,0.885,101.28,1,16.08,-0.018,2026-01-17T17:30:00Z
2026-01-12,2026-01,other,Will Liverpool FC win on 2026-01-17?,YES,0.795,0.807,0.826,83.91,0,-83.91,-0.012,2026-01-17T15:00:00Z
2026-01-12,2026-01,other,Will Al Hilal Saudi Club win on 2026-01-22?,YES,0.775,0.787,0.806,73.58,1,19.92,0.043,2026-01-22T17:30:00Z
2026-01-12,2026-01,other,Will Manchester United FC win on 2026-01-17?,NO,0.745,0.757,0.774,59.92,0,-59.92,-0.022,2026-01-17T12:30:00Z
2026-01-12,2026-01,other,Will SC Freiburg win on 2026-01-22?,YES,0.85,0.858,0.88,100.2,1,16.58,-0.033,2026-01-22T17:45:00Z
2026-01-12,2026-01,other,Will SSC Napoli win on 2026-01-17?,YES,0.68,0.692,0.704,32.82,1,14.61,-0.012,2026-01-17T17:00:00Z
2026-01-13,2026-01,other,Will ACF Fiorentina win on 2026-01-18?,NO,0.735,0.747,0.764,55.34,0,-55.34,-0.027,2026-01-18T14:00:00Z
2026-01-13,2026-01,other,Will Alex Honnold not complete a free solo of Taipei 101 by January 31,NO,0.855,0.863,0.885,99.96,1,15.87,0.057,2026-01-23T00:00:00Z
2026-01-13,2026-01,other,Will FC Internazionale Milano win on 2026-01-23?,YES,0.805,0.813,0.836,100.12,1,23.03,0.032,2026-01-23T19:45:00Z
2026-01-13,2026-01,other,Will AC Milan win on 2026-01-18?,YES,0.77,0.782,0.801,71.05,1,19.81,-0.027,2026-01-18T19:45:00Z
2026-01-13,2026-01,other,Will Alex Honnold free solo Taipei 101 in between 1 hour and 15 minute,NO,0.75,0.762,0.78,62.0,1,19.37,-0.127,2026-01-23T00:00:00Z
2026-01-13,2026-01,politics,Will André Ventura qualify for the second round of the 2026 Portugal p,YES,0.665,0.677,0.709,167.23,1,79.78,0.143,2026-01-18T00:00:00Z
2026-01-13,2026-01,other,Will Club Atlético de Madrid win on 2026-01-18?,YES,0.745,0.757,0.774,60.36,1,19.37,-0.042,2026-01-18T15:15:00Z
2026-01-13,2026-01,other,Will Real Sociedad de Fútbol win on 2026-01-18?,NO,0.82,0.828,0.851,101.73,0,-101.73,0.007,2026-01-18T20:00:00Z
2026-01-13,2026-01,other,Will Alex Honnold free solo Taipei 101 in between 1 hour and 30 minute,NO,0.855,0.863,0.885,100.72,0,-100.72,-0.108,2026-01-23T00:00:00Z
2026-01-13,2026-01,other,Will Paris Saint-Germain FC win on 2026-01-23?,YES,0.74,0.752,0.769,57.07,1,18.82,-0.017,2026-01-23T19:00:00Z
2026-01-13,2026-01,other,Will Alex Honnold free solo Taipei 101 in between 1 hour and 1 hour an,NO,0.918,0.923,0.941,99.9,1,8.33,-0.0285,2026-01-23T00:00:00Z
2026-01-13,2026-01,other,Will Alex Honnold free solo Taipei 101?,YES,0.86,0.868,0.89,99.98,1,15.2,0.057,2026-01-23T00:00:00Z
2026-01-14,2026-01,geo,Will BV Borussia 09 Dortmund win on 2026-01-24?,YES,0.685,0.697,0.718,113.05,1,49.14,-0.227,2026-01-24T17:30:00Z
2026-01-14,2026-01,other,Will AFC Bournemouth win on 2026-01-19?,NO,0.755,0.767,0.785,64.31,1,19.54,-0.012,2026-01-19T20:00:00Z
2026-01-14,2026-01,other,Will Burnley FC win on 2026-01-24?,NO,0.755,0.767,0.785,64.44,1,19.58,-0.027,2026-01-24T15:00:00Z
2026-01-14,2026-01,other,Will FC Bayern München win on 2026-01-24?,YES,0.76,0.772,0.79,66.86,0,-66.86,0.123,2026-01-24T14:30:00Z
2026-01-14,2026-01,other,Will Manchester City FC win on 2026-01-24?,YES,0.855,0.863,0.885,100.35,1,15.93,-0.058,2026-01-24T15:00:00Z
2026-01-14,2026-01,other,Will Brighton & Hove Albion FC vs. AFC Bournemouth end in a draw?,NO,0.755,0.767,0.785,64.24,0,-64.24,-0.007,2026-01-19T20:00:00Z
2026-01-14,2026-01,other,Will Sevilla FC win on 2026-01-24?,NO,0.695,0.707,0.721,38.46,0,-38.46,-0.032,2026-01-24T17:30:00Z
2026-01-15,2026-01,other,Will Manchester City FC win on 2026-01-20?,YES,0.705,0.717,0.731,42.28,0,-42.28,-0.012,2026-01-20T17:45:00Z
2026-01-15,2026-01,geo,"Will Netflix say ""Warner Bros"" during earnings call?",YES,0.81,0.818,0.851,198.11,1,44.08,0.087,2026-01-20T21:45:00Z
2026-01-15,2026-01,politics,Will André Ventura win the 2026 Portugal presidential election?,NO,0.943,0.948,0.974,199.0,1,11.03,0.0255,2026-01-25T14:00:00Z
2026-01-15,2026-01,other,Will Manchester United FC win on 2026-01-25?,NO,0.875,0.883,0.904,99.61,0,-99.61,-0.048,2026-01-25T16:30:00Z
2026-01-15,2026-01,politics,Will Luís Marques Mendes win the 2026 Portugal presidential election?,NO,0.925,0.93,0.963,197.22,1,14.84,0.0665,2026-01-25T14:00:00Z
2026-01-15,2026-01,politics,Will João Cotrim Figueiredo win the 2026 Portugal presidential electio,NO,0.801,0.809,0.86,197.52,1,46.48,0.19,2026-01-25T14:00:00Z
2026-01-15,2026-01,other,Will Club Atlético de Madrid win on 2026-01-25?,YES,0.775,0.787,0.806,72.58,1,19.64,-0.037,2026-01-25T13:00:00Z
2026-01-15,2026-01,other,Will FC Barcelona win on 2026-01-25?,YES,0.895,0.903,0.922,99.42,1,10.68,-0.023,2026-01-25T15:15:00Z
2026-01-15,2026-01,politics,Will António José Seguro win the 2026 Portugal presidential election?,YES,0.655,0.667,0.698,150.59,1,75.01,0.306,2026-01-25T14:00:00Z
2026-01-15,2026-01,other,Will FK Bodø/Glimt win on 2026-01-20?,NO,0.865,0.873,0.894,100.28,0,-100.28,-0.008,2026-01-20T17:45:00Z
2026-01-15,2026-01,other,Will Indiana win the 2026 College Football National Championship?,YES,0.74,0.752,0.769,56.82,1,18.74,-0.01,2026-01-20T00:00:00Z
2026-01-15,2026-01,politics,Will André Ventura win the 1st round of the 2026 Portugal presidential,NO,0.635,0.647,0.673,120.09,1,65.52,0.3525,2026-01-25T00:00:00Z
2026-01-15,2026-01,other,Will Miami Florida win the 2026 College Football National Championship,NO,0.746,0.758,0.776,60.18,1,19.16,-0.01,2026-01-20T00:00:00Z
2026-01-15,2026-01,geo,Will BV Borussia 09 Dortmund win on 2026-01-20?,NO,0.655,0.667,0.683,40.8,1,20.37,-0.032,2026-01-20T20:00:00Z
2026-01-15,2026-01,other,Will Oregon win the 2026 College Football National Championship?,NO,0.764,0.776,0.794,68.37,1,19.74,-0.012,2026-01-20T00:00:00Z
2026-01-15,2026-01,other,Will Ole Miss win the 2026 College Football National Championship?,NO,0.866,0.874,0.895,100.71,1,14.52,-0.008,2026-01-20T00:00:00Z
2026-01-15,2026-01,politics,Will João Cotrim Figueiredo win the 1st round of the 2026 Portugal pre,NO,0.909,0.914,0.953,201.71,1,18.86,0.085,2026-01-25T00:00:00Z
2026-01-15,2026-01,other,Will Real Madrid CF win on 2026-01-20?,YES,0.765,0.777,0.795,69.2,1,19.86,-0.012,2026-01-20T20:00:00Z
2026-01-15,2026-01,other,Will Aston Villa FC win on 2026-01-25?,NO,0.72,0.732,0.748,49.28,0,-49.28,0.003,2026-01-25T14:00:00Z
2026-01-16,2026-01,other,Will the Broncos win the AFC Championship?,NO,0.755,0.767,0.785,64.39,1,19.56,-0.097,2026-01-26T12:00:00Z
2026-01-16,2026-01,other,Will FC Barcelona win on 2026-01-21?,YES,0.73,0.742,0.758,53.41,1,18.57,0.003,2026-01-21T20:00:00Z
2026-01-16,2026-01,other,Will Chelsea FC win on 2026-01-21?,YES,0.845,0.853,0.875,101.13,1,17.43,-0.003,2026-01-21T20:00:00Z
2026-01-16,2026-01,other,Will Juventus FC vs. Sport Lisboa e Benfica end in a draw?,NO,0.745,0.757,0.774,60.22,1,19.33,-0.012,2026-01-21T20:00:00Z
2026-01-16,2026-01,other,Will PSV win on 2026-01-21?,NO,0.84,0.848,0.871,101.5,1,18.19,-0.003,2026-01-21T20:00:00Z
2026-01-16,2026-01,other,Will the Patriots win the AFC Championship?,NO,0.708,0.72,0.734,44.25,0,-44.25,-0.383,2026-01-26T12:00:00Z
2026-01-16,2026-01,other,Will the 49ers win the 2026 NFC Championship?,NO,0.904,0.909,0.929,101.24,1,10.14,-0.0225,2026-01-26T12:00:00Z
2026-01-16,2026-01,other,Will the Bills win the AFC Championship?,NO,0.74,0.752,0.769,58.0,1,19.13,-0.017,2026-01-26T12:00:00Z
2026-01-16,2026-01,other,Will Sport Lisboa e Benfica win on 2026-01-21?,NO,0.795,0.807,0.826,83.98,1,20.09,-0.012,2026-01-21T20:00:00Z
2026-01-16,2026-01,other,Will Qarabağ Ağdam FK win on 2026-01-21?,NO,0.69,0.702,0.715,37.18,0,-37.18,-0.002,2026-01-21T17:45:00Z
2026-01-16,2026-01,other,Will Leeds United FC win on 2026-01-26?,NO,0.67,0.682,0.693,29.35,1,13.68,-0.002,2026-01-26T20:00:00Z
2026-01-16,2026-01,other,Will FC Bayern München win on 2026-01-21?,YES,0.875,0.883,0.904,101.5,1,13.45,-0.008,2026-01-21T20:00:00Z
2026-01-17,2026-01,other,Will SC Freiburg win on 2026-01-22?,YES,0.84,0.848,0.871,101.63,1,18.22,-0.023,2026-01-22T17:45:00Z
2026-01-17,2026-01,other,Will Feyenoord Rotterdam win on 2026-01-22?,YES,0.69,0.702,0.715,37.21,1,15.8,-0.017,2026-01-22T17:45:00Z
2026-01-17,2026-01,other,Will Al Hilal Saudi Club win on 2026-01-22?,YES,0.755,0.767,0.785,65.18,1,19.8,0.063,2026-01-22T17:30:00Z
2026-01-18,2026-01,tech_econ,Will NVIDIA (NVDA) finish week of January 19 above $155?,YES,0.962,0.967,0.976,204.34,1,6.97,0.0285,2026-01-23T21:00:00Z
2026-01-18,2026-01,geo,"Israel strikes Iran by January 23, 2026?",NO,0.951,0.956,0.972,204.48,1,9.41,-0.0315,2026-01-23T00:00:00Z
2026-01-18,2026-01,other,Will Alex Honnold free solo Taipei 101 in between 1 hour and 1 hour an,NO,0.897,0.905,0.924,102.33,1,10.68,-0.011,2026-01-23T00:00:00Z
2026-01-18,2026-01,other,Will Alex Honnold free solo Taipei 101?,YES,0.91,0.915,0.935,102.44,1,9.52,0.01,2026-01-23T00:00:00Z
2026-01-18,2026-01,other,Will Paris Saint-Germain FC win on 2026-01-23?,YES,0.75,0.762,0.78,63.23,1,19.75,-0.027,2026-01-23T19:00:00Z
2026-01-18,2026-01,other,Will Alex Honnold free solo Taipei 101 in between 1 hour and 30 minute,NO,0.795,0.807,0.826,84.98,0,-84.98,-0.052,2026-01-23T00:00:00Z
2026-01-18,2026-01,other,Will Alex Honnold not complete a free solo of Taipei 101 by January 31,NO,0.92,0.925,0.943,101.88,1,8.26,-0.005,2026-01-23T00:00:00Z
2026-01-18,2026-01,other,Will Alex Honnold free solo Taipei 101 in between 1 hour and 15 minute,NO,0.73,0.742,0.758,53.95,1,18.76,-0.107,2026-01-23T00:00:00Z
2026-01-18,2026-01,other,Will FC Internazionale Milano win on 2026-01-23?,YES,0.86,0.868,0.89,102.15,1,15.53,-0.023,2026-01-23T19:45:00Z
2026-01-18,2026-01,other,Will Club Atlético de Madrid win on 2026-01-28?,YES,0.78,0.792,0.811,77.25,0,-77.25,-0.037,2026-01-28T20:00:00Z
2026-01-18,2026-01,other,Will FC Bayern München win on 2026-01-28?,YES,0.715,0.727,0.742,47.31,1,17.76,-0.132,2026-01-28T20:00:00Z
2026-01-18,2026-01,other,Will Sport Lisboa e Benfica win on 2026-01-28?,NO,0.82,0.828,0.851,101.71,0,-101.71,-0.043,2026-01-28T20:00:00Z
2026-01-18,2026-01,tech_econ,Fed decreases interest rates by 25 bps after January 2026 meeting?,NO,0.957,0.962,0.972,201.4,1,8.06,0.032,2026-01-28T00:00:00Z
2026-01-18,2026-01,other,Will Paris Saint-Germain FC win on 2026-01-28?,YES,0.675,0.687,0.699,31.06,0,-31.06,-0.052,2026-01-28T20:00:00Z
2026-01-18,2026-01,other,Will FC Barcelona win on 2026-01-28?,YES,0.85,0.858,0.88,100.47,1,16.63,0.007,2026-01-28T20:00:00Z
2026-01-19,2026-01,other,Will Nottingham Forest FC win on 2026-01-29?,YES,0.715,0.727,0.742,46.88,1,17.61,-0.132,2026-01-29T20:00:00Z
2026-01-19,2026-01,other,Will FC Red Bull Salzburg win on 2026-01-29?,NO,0.73,0.742,0.758,53.33,1,18.54,0.118,2026-01-29T20:00:00Z
2026-01-19,2026-01,other,Will Manchester City FC win on 2026-01-24?,YES,0.815,0.823,0.846,101.0,1,21.72,-0.018,2026-01-24T15:00:00Z
2026-01-19,2026-01,other,Will Burnley FC win on 2026-01-24?,NO,0.75,0.762,0.78,62.41,1,19.49,-0.022,2026-01-24T15:00:00Z
2026-01-19,2026-01,other,Will FC Bayern München win on 2026-01-24?,YES,0.905,0.91,0.93,101.41,0,-101.41,-0.015,2026-01-24T14:30:00Z
2026-01-19,2026-01,other,Will Sevilla FC win on 2026-01-24?,NO,0.695,0.707,0.721,38.66,0,-38.66,-0.032,2026-01-24T17:30:00Z
2026-01-19,2026-01,other,Will Aston Villa FC win on 2026-01-29?,YES,0.715,0.727,0.742,46.59,1,17.5,-0.047,2026-01-29T20:00:00Z
2026-01-20,2026-01,other,Will Club Atlético de Madrid win on 2026-01-25?,YES,0.75,0.762,0.78,61.78,1,19.3,-0.012,2026-01-25T13:00:00Z
2026-01-20,2026-01,other,Will FC Barcelona win on 2026-01-25?,YES,0.885,0.893,0.913,100.37,1,12.03,-0.013,2026-01-25T15:15:00Z
2026-01-20,2026-01,other,Will Phan Van Giang be elected General Secretary of the Vietnamese Com,NO,0.95,0.955,0.967,100.5,1,4.79,-0.003,2026-01-25T00:00:00Z
2026-01-20,2026-01,other,Will Racing Club de Lens win on 2026-01-30?,YES,0.685,0.697,0.71,34.8,1,15.13,-0.007,2026-01-30T19:45:00Z
2026-01-20,2026-01,politics,Will António José Seguro win the 2026 Portugal presidential election?,YES,0.963,0.968,0.985,201.39,1,6.76,0.006,2026-01-25T14:00:00Z
2026-01-20,2026-01,politics,Will André Ventura win the 2026 Portugal presidential election?,NO,0.965,0.97,0.987,201.52,1,6.34,0.0035,2026-01-25T14:00:00Z
2026-01-20,2026-01,other,Will Aston Villa FC win on 2026-01-25?,NO,0.745,0.757,0.774,59.93,0,-59.93,-0.022,2026-01-25T14:00:00Z
2026-01-20,2026-01,other,Will Manchester United FC win on 2026-01-25?,NO,0.845,0.853,0.875,100.23,0,-100.23,-0.018,2026-01-25T16:30:00Z
2026-01-20,2026-01,other,Will To Lam be elected General Secretary of the Vietnamese Communist P,YES,0.941,0.946,0.96,99.22,1,5.66,-0.0125,2026-01-25T00:00:00Z
2026-01-21,2026-01,politics,Will Trump meet with Volodymyr Zelenskyy in January 2026?,NO,0.795,0.807,0.853,85.51,0,-85.51,-0.8005,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will anyone be charged over Daycare fraud in Minnesota by January 31?,NO,0.945,0.95,0.963,98.43,1,5.18,0.0355,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will TIME's Person of the Year for 2025 be a woman?,NO,0.907,0.912,0.933,98.48,1,9.44,-0.005,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will the 49ers win the 2026 NFC Championship?,NO,0.886,0.894,0.914,98.57,1,11.63,-0.008,2026-01-26T12:00:00Z
2026-01-21,2026-01,tech_econ,Will Apple be the second-largest company in the world by market cap on,NO,0.885,0.893,0.913,197.38,1,23.65,0.0665,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will Venezuela give the US oil by January 31?,YES,0.837,0.845,0.868,98.92,1,18.15,-0.008,2026-01-31T00:00:00Z
2026-01-21,2026-01,geo,Another US strike on Venezuela by December 31?,NO,0.695,0.707,0.729,122.65,0,-122.65,-0.052,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will the Bills win the AFC Championship?,NO,0.735,0.747,0.764,53.89,1,18.25,-0.012,2026-01-26T12:00:00Z
2026-01-21,2026-01,other,ICE shooter charged by March 31?,NO,0.835,0.843,0.866,98.06,1,18.26,0.022,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will MrBeast's next video get between 30 and 35 million views on day 1,NO,0.801,0.809,0.833,98.24,1,23.12,-0.008,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will the Broncos win the AFC Championship?,NO,0.685,0.697,0.71,34.09,1,14.82,-0.027,2026-01-26T12:00:00Z
2026-01-21,2026-01,other,Will Leeds United FC win on 2026-01-26?,NO,0.685,0.697,0.71,34.14,1,14.84,-0.017,2026-01-26T20:00:00Z
2026-01-21,2026-01,geo,U.S. strike on Somalia by January 31?,YES,0.655,0.667,0.683,80.93,1,40.41,0.068,2026-01-31T00:00:00Z
2026-01-21,2026-01,geo,U.S. strike on Somalia by January 31?,YES,0.81,0.818,0.851,198.35,1,44.13,-0.008,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,"US x Venezuela military engagement by January 31, 2026?",NO,0.815,0.823,0.846,99.62,0,-99.62,-0.008,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will Alphabet be the second-largest company in the world by market cap,YES,0.879,0.887,0.908,98.62,1,12.5,0.0725,2026-01-31T00:00:00Z
2026-01-21,2026-01,politics,Will the Supreme Court rule on Trump's tarriffs by January 31?,YES,0.7,0.712,0.751,197.49,0,-197.49,-0.709,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will MrBeast's next video get between 35 and 40 million views on day 1,YES,0.9,0.905,0.926,96.77,1,10.1,-0.005,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will María Corina Machado enter Venezuela by January 31?,NO,0.895,0.903,0.922,96.87,1,10.41,0.074,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will Google Gemini 3 score at least 40% on Humanity’s Last Exam by Jan,NO,0.855,0.863,0.885,96.98,1,15.39,0.1075,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will Google Gemini 3 score at least 50% on the FrontierMath Benchmark?,NO,0.909,0.914,0.934,97.13,1,9.08,0.075,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will MrBeast's next video get between 40 and 45 million views on day 1,NO,0.903,0.908,0.929,97.22,1,9.79,-0.005,2026-01-31T00:00:00Z
2026-01-21,2026-01,other,Will the Patriots win the AFC Championship?,YES,0.689,0.701,0.714,35.19,1,15.01,-0.0375,2026-01-26T12:00:00Z
2026-01-21,2026-01,other,U.S. Government Funding Lapse on January 31?,NO,0.675,0.687,0.699,30.04,0,-30.04,-0.552,2026-01-31T00:00:00Z
2026-01-22,2026-01,other,Over $40M committed to the Ranger public sale?,YES,0.954,0.959,0.97,97.17,1,4.21,-0.005,2026-02-01T05:00:00Z
2026-01-22,2026-01,other,Over $60M committed to the Ranger public sale?,YES,0.825,0.833,0.856,97.21,1,19.49,-0.008,2026-02-01T05:00:00Z
2026-01-22,2026-01,geo,Will Golden (Ejae and Mark Sonnenblick) win Song of the Year at the 68,YES,0.709,0.721,0.744,135.8,0,-135.8,-0.0305,2026-02-01T00:00:00Z
2026-01-22,2026-01,other,Will Carlos Alcaraz win the 2026 Australian Open?,NO,0.685,0.697,0.71,33.25,0,-33.25,-0.112,2026-02-01T00:00:00Z
2026-01-22,2026-01,other,Will Getafe CF win on 2026-02-01?,NO,0.675,0.687,0.699,29.5,1,13.44,-0.022,2026-02-01T17:30:00Z
2026-01-22,2026-01,politics,Will Laura Virginia Fernández Delgado win the 2026 Costa Rican preside,YES,0.875,0.883,0.926,191.7,1,25.4,0.062,2026-02-01T00:00:00Z
2026-01-22,2026-01,other,Will Rayo Vallecano de Madrid win on 2026-02-01?,NO,0.885,0.893,0.913,96.1,1,11.52,0.032,2026-02-01T13:00:00Z
2026-01-22,2026-01,other,Will Tottenham Hotspur FC win on 2026-02-01?,NO,0.785,0.797,0.816,74.94,1,19.09,-0.002,2026-02-01T16:30:00Z
2026-01-22,2026-01,other,Over $50M committed to the Ranger public sale?,YES,0.885,0.893,0.913,96.41,1,11.55,-0.008,2026-02-01T05:00:00Z
2026-01-22,2026-01,other,Will Real Madrid CF win on 2026-02-01?,YES,0.765,0.777,0.795,66.1,1,18.97,0.008,2026-02-01T13:00:00Z
2026-01-22,2026-01,geo,Will Abracadabra (Lady Gaga) win Song of the Year at the 68th Annual G,NO,0.953,0.958,0.974,193.43,1,8.48,-0.029,2026-02-01T00:00:00Z
2026-01-22,2026-01,other,Over $70M committed to the Ranger public sale?,YES,0.7,0.712,0.726,39.2,1,15.85,-0.012,2026-02-01T05:00:00Z
