date,month,cat,q,side,mkt,cost,pmod,stake,won,pnl,clv,end
2026-01-22,2026-01,politics,Will Álvaro Roberto Ramos Chaves win the 2026 Costa Rican presidential,NO,0.956,0.961,0.982,193.92,1,7.87,-0.004,2026-02-01T00:00:00Z
2026-01-22,2026-01,other,Over $120M committed to the Ranger public sale?,NO,0.76,0.772,0.79,64.23,1,18.97,-0.012,2026-02-01T05:00:00Z
2026-01-22,2026-01,other,Will Juventus FC win on 2026-02-01?,YES,0.665,0.677,0.688,26.36,1,12.58,-0.012,2026-02-01T19:45:00Z
2026-01-22,2026-01,other,Will Brentford FC win on 2026-02-01?,NO,0.735,0.747,0.764,53.6,0,-53.6,-0.012,2026-02-01T14:00:00Z
2026-01-22,2026-01,other,Will Novak Djokovic win the 2026 Australian Open?,NO,0.945,0.95,0.963,96.82,1,5.1,0.023,2026-02-01T00:00:00Z
2026-01-23,2026-01,other,Will Sport Lisboa e Benfica win on 2026-01-28?,NO,0.795,0.807,0.826,80.12,0,-80.12,-0.022,2026-01-28T20:00:00Z
2026-01-23,2026-01,other,Will Club Atlético de Madrid win on 2026-01-28?,YES,0.745,0.757,0.774,57.1,0,-57.1,-0.002,2026-01-28T20:00:00Z
2026-01-23,2026-01,other,Will FC Barcelona win on 2026-01-28?,YES,0.855,0.863,0.885,95.5,1,15.16,0.002,2026-01-28T20:00:00Z
2026-01-24,2026-01,other,Will FC Barcelona win on 2026-02-03?,YES,0.735,0.747,0.764,52.66,1,17.84,0.093,2026-02-03T20:00:00Z
2026-01-24,2026-01,other,Will Bologna FC 1909 win on 2026-02-03?,NO,0.73,0.742,0.758,50.7,1,17.63,-0.002,2026-02-03T19:45:00Z
2026-01-24,2026-01,other,Will Aston Villa FC win on 2026-01-29?,YES,0.68,0.692,0.704,31.4,1,13.97,-0.012,2026-01-29T20:00:00Z
2026-01-24,2026-01,other,Will FC Red Bull Salzburg win on 2026-01-29?,NO,0.865,0.873,0.894,96.14,1,13.99,-0.013,2026-01-29T20:00:00Z
2026-01-25,2026-01,other,Will Racing Club de Lens win on 2026-01-30?,YES,0.69,0.702,0.715,35.19,1,14.94,-0.012,2026-01-30T19:45:00Z
2026-01-26,2026-01,other,Will MrBeast's next video get between 35 and 40 million views on day 1,YES,0.9,0.905,0.926,96.43,1,10.06,-0.005,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will MrBeast's next video get between 25 and 30 million views on day 1,YES,0.781,0.793,0.812,73.57,1,19.15,-0.012,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,ICE shooter charged by March 31?,NO,0.865,0.873,0.894,96.72,1,14.07,-0.008,2026-01-31T00:00:00Z
2026-01-26,2026-01,geo,U.S. strike on Somalia by January 31?,YES,0.81,0.818,0.851,193.73,1,43.1,-0.008,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will MrBeast's next video get between 40 and 45 million views on day 1,NO,0.903,0.908,0.929,97.29,1,9.8,-0.005,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will Venezuela give the US oil by January 31?,YES,0.837,0.845,0.868,97.39,1,17.86,-0.008,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will xQc beat Forsen's Minecraft speedrun record by January 31?,NO,0.855,0.863,0.885,97.57,0,-97.57,-0.013,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will Google Gemini 3 score at least 40% on Humanity’s Last Exam by Jan,NO,0.951,0.956,0.968,96.6,1,4.5,0.015,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will Google Gemini 3 score at least 40% on the FrontierMath Benchmark?,NO,0.895,0.903,0.922,96.64,1,10.38,0.0615,2026-01-31T00:00:00Z
2026-01-26,2026-01,geo,U.S. strike on Somalia by January 31?,YES,0.615,0.627,0.637,42.92,1,25.53,0.3725,2026-01-31T00:00:00Z
2026-01-26,2026-01,geo,"Will the US next strike Iran on January 30, 2026 (ET)?",NO,0.963,0.968,0.98,194.0,1,6.41,0.0005,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,U.S. Government Funding Lapse on January 31?,YES,0.805,0.813,0.836,97.06,1,22.33,0.052,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will María Corina Machado enter Venezuela by March 31?,NO,0.725,0.737,0.753,49.4,1,17.63,-0.052,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,"US forces in Venezuela again by June 30, 2026?",NO,0.805,0.813,0.836,97.46,0,-97.46,-0.008,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will MrBeast's next video get between 30 and 35 million views on day 1,NO,0.801,0.809,0.833,96.49,1,22.71,-0.008,2026-01-31T00:00:00Z
2026-01-26,2026-01,geo,U.S. strike on Somalia by January 31?,YES,0.735,0.747,0.773,164.35,1,55.67,-0.012,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,"US x Venezuela military engagement by January 31, 2026?",NO,0.815,0.823,0.846,97.27,0,-97.27,-0.008,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,Will TIME's Person of the Year for 2025 be a woman?,NO,0.907,0.912,0.933,96.3,1,9.23,-0.005,2026-01-31T00:00:00Z
2026-01-26,2026-01,politics,Will Trump talk to Vladimir Putin in January?,NO,0.835,0.843,0.892,107.27,1,19.98,0.087,2026-01-31T00:00:00Z
2026-01-26,2026-01,other,U.S. anti-cartel ground operation in Mexico by January 31?,NO,0.958,0.963,0.973,96.59,0,-96.59,0.014,2026-01-31T00:00:00Z
2026-01-26,2026-01,geo,Another US strike on Venezuela by December 31?,NO,0.64,0.652,0.666,64.41,0,-64.41,0.003,2026-01-31T00:00:00Z
2026-01-27,2026-01,other,Will Pisa SC win on 2026-02-06?,NO,0.755,0.767,0.785,60.71,1,18.44,-0.042,2026-02-06T19:45:00Z
2026-01-27,2026-01,other,Over $40M committed to the Ranger public sale?,YES,0.954,0.959,0.97,95.17,1,4.12,-0.005,2026-02-01T05:00:00Z
2026-01-27,2026-01,other,Will Novak Djokovic win the 2026 Australian Open?,NO,0.925,0.93,0.947,95.21,1,7.17,0.043,2026-02-01T00:00:00Z
2026-01-27,2026-01,geo,Will Abracadabra (Lady Gaga) win Song of the Year at the 68th Annual G,NO,0.942,0.947,0.966,190.56,1,10.77,-0.0175,2026-02-01T00:00:00Z
2026-01-27,2026-01,other,Over $70M committed to the Ranger public sale?,YES,0.7,0.712,0.726,38.62,1,15.62,-0.012,2026-02-01T05:00:00Z
2026-01-27,2026-01,other,Over $60M committed to the Ranger public sale?,YES,0.825,0.833,0.856,95.54,1,19.15,-0.008,2026-02-01T05:00:00Z
2026-01-27,2026-01,politics,Will Laura Virginia Fernández Delgado win the 2026 Costa Rican preside,YES,0.905,0.91,0.949,191.47,1,18.94,0.035,2026-02-01T00:00:00Z
2026-01-27,2026-01,other,Will Real Madrid CF win on 2026-02-01?,YES,0.755,0.767,0.785,61.31,1,18.62,0.018,2026-02-01T13:00:00Z
2026-01-27,2026-01,other,Over $50M committed to the Ranger public sale?,YES,0.885,0.893,0.913,96.11,1,11.52,-0.008,2026-02-01T05:00:00Z
2026-01-27,2026-01,other,Will Rayo Vallecano de Madrid win on 2026-02-01?,NO,0.915,0.92,0.939,96.23,1,8.37,0.005,2026-02-01T13:00:00Z
2026-01-27,2026-01,geo,Will Golden (Ejae and Mark Sonnenblick) win Song of the Year at the 68,YES,0.738,0.75,0.776,167.17,0,-167.17,-0.0595,2026-02-01T00:00:00Z
2026-01-27,2026-01,other,Will Getafe CF win on 2026-02-01?,NO,0.68,0.692,0.704,30.95,1,13.78,-0.027,2026-02-01T17:30:00Z
2026-01-27,2026-01,other,Will Brentford FC win on 2026-02-01?,NO,0.755,0.767,0.785,60.57,0,-60.57,-0.032,2026-02-01T14:00:00Z
2026-01-27,2026-01,other,Will Tottenham Hotspur FC win on 2026-02-01?,NO,0.805,0.813,0.836,94.17,1,21.66,-0.018,2026-02-01T16:30:00Z
2026-01-27,2026-01,other,Over $120M committed to the Ranger public sale?,NO,0.76,0.772,0.79,62.47,1,18.45,-0.012,2026-02-01T05:00:00Z
2026-01-28,2026-01,other,Will Arsenal FC win on 2026-02-07?,YES,0.78,0.792,0.811,71.4,1,18.75,0.013,2026-02-07T15:00:00Z
2026-01-28,2026-01,other,Will Tottenham Hotspur FC win on 2026-02-07?,NO,0.8,0.808,0.831,94.76,1,22.52,0.007,2026-02-07T12:30:00Z
2026-01-28,2026-01,other,Will FC Barcelona win on 2026-02-07?,YES,0.83,0.838,0.861,94.98,1,18.36,0.017,2026-02-07T15:15:00Z
2026-01-29,2026-01,other,Will the New England Patriots win Super Bowl 2026?,NO,0.683,0.696,0.708,32.39,1,14.18,-0.0125,2026-02-08T12:00:00Z
