decile,fwd
1.0,0.003130773604234483
2.0,0.0031609027954883
3.0,0.0027526899304139616
4.0,0.003034410658024509
5.0,0.0030678756903925646
6.0,0.003472012047858603
7.0,0.0037223714009249776
8.0,0.0036765536398331595
9.0,0.003946920749180807
10.0,0.004701513414576723
